pnr_id,passenger_id,flight_id,seat_class,ancillary_fee_paid
PNR011033,P011033,FL07785,ECONOMY,47
PNR011034,P011034,FL00298,ECONOMY,88
PNR011035,P011035,FL01147,FIRST,141
PNR011036,P011036,FL07816,BUSINESS,83
PNR011037,P011037,FL08944,ECONOMY,55
PNR011038,P011038,FL07391,FIRST,52
PNR011039,P011039,FL01331,FIRST,121
PNR011040,P011040,FL04609,ECONOMY,103
PNR011041,P011041,FL06771,FIRST,140
PNR011042,P011042,FL09962,BUSINESS,22
PNR011043,P011043,FL06836,FIRST,104
PNR011044,P011044,FL07036,FIRST,43
PNR011045,P011045,FL02538,BUSINESS,36
PNR011046,P011046,FL03609,BUSINESS,39
PNR011047,P011047,FL01447,ECONOMY,139
PNR011048,P011048,FL07420,ECONOMY,119
PNR011049,P011049,FL05207,ECONOMY,118
PNR011050,P011050,FL01830,FIRST,127
PNR011051,P011051,FL08398,ECONOMY,77
PNR011052,P011052,FL06393,BUSINESS,60
PNR011053,P011053,FL01050,FIRST,16
PNR011054,P011054,FL09843,FIRST,71
PNR011055,P011055,FL08387,FIRST,100
PNR011056,P011056,FL07172,ECONOMY,5
PNR011057,P011057,FL04489,FIRST,70
PNR011058,P011058,FL06292,ECONOMY,50
PNR011059,P011059,FL09898,ECONOMY,40
PNR011060,P011060,FL04110,BUSINESS,50
PNR011061,P011061,FL08290,ECONOMY,43
PNR011062,P011062,FL08138,ECONOMY,10
PNR011063,P011063,FL08919,BUSINESS,147
PNR011064,P011064,FL05490,BUSINESS,119
PNR011065,P011065,FL09258,BUSINESS,110
PNR011066,P011066,FL01149,FIRST,37
PNR011067,P011067,FL05477,BUSINESS,3
PNR011068,P011068,FL06030,BUSINESS,23
PNR011069,P011069,FL05526,BUSINESS,80
PNR011070,P011070,FL04524,FIRST,31
PNR011071,P011071,FL08358,BUSINESS,17
PNR011072,P011072,FL06967,BUSINESS,79
PNR011073,P011073,FL05614,BUSINESS,56
PNR011074,P011074,FL07121,FIRST,47
PNR011075,P011075,FL04934,FIRST,115
PNR011076,P011076,FL01375,BUSINESS,55
PNR011077,P011077,FL03469,ECONOMY,46
PNR011078,P011078,FL04019,BUSINESS,83
PNR011079,P011079,FL05107,ECONOMY,100
PNR011080,P011080,FL01546,BUSINESS,64
PNR011081,P011081,FL08781,FIRST,59
PNR011082,P011082,FL07314,FIRST,16
PNR011083,P011083,FL01080,BUSINESS,67
PNR011084,P011084,FL05296,BUSINESS,60
PNR011085,P011085,FL02063,BUSINESS,8
PNR011086,P011086,FL01519,BUSINESS,89
PNR011087,P011087,FL09285,ECONOMY,57
PNR011088,P011088,FL00017,FIRST,118
PNR011089,P011089,FL07026,ECONOMY,76
PNR011090,P011090,FL09784,ECONOMY,93
PNR011091,P011091,FL05528,BUSINESS,4
PNR011092,P011092,FL06514,ECONOMY,52
PNR011093,P011093,FL02903,ECONOMY,131
PNR011094,P011094,FL04189,ECONOMY,122
PNR011095,P011095,FL03863,ECONOMY,114
PNR011096,P011096,FL09670,BUSINESS,140
PNR011097,P011097,FL07198,BUSINESS,100
PNR011098,P011098,FL07086,ECONOMY,85
PNR011099,P011099,FL03605,BUSINESS,5
PNR011100,P011100,FL01468,BUSINESS,128
PNR011101,P011101,FL04894,FIRST,147
PNR011102,P011102,FL02008,BUSINESS,134
PNR011103,P011103,FL00908,FIRST,42
PNR011104,P011104,FL04376,ECONOMY,60
PNR011105,P011105,FL04993,FIRST,30
PNR011106,P011106,FL03586,FIRST,69
PNR011107,P011107,FL05193,FIRST,32
PNR011108,P011108,FL08844,BUSINESS,117
PNR011109,P011109,FL02694,BUSINESS,93
PNR011110,P011110,FL06911,FIRST,46
PNR011111,P011111,FL05149,FIRST,37
PNR011112,P011112,FL09386,ECONOMY,122
PNR011113,P011113,FL09466,FIRST,131
PNR011114,P011114,FL08785,FIRST,23
PNR011115,P011115,FL04339,ECONOMY,119
PNR011116,P011116,FL04074,FIRST,13
PNR011117,P011117,FL02844,ECONOMY,145
PNR011118,P011118,FL02483,BUSINESS,4
PNR011119,P011119,FL00424,ECONOMY,66
PNR011120,P011120,FL03176,BUSINESS,107
PNR011121,P011121,FL03048,BUSINESS,127
PNR011122,P011122,FL07637,BUSINESS,52
PNR011123,P011123,FL07266,ECONOMY,79
PNR011124,P011124,FL09823,FIRST,15
PNR011125,P011125,FL06809,FIRST,132
PNR011126,P011126,FL04769,ECONOMY,109
PNR011127,P011127,FL09969,FIRST,44
PNR011128,P011128,FL06490,ECONOMY,18
PNR011129,P011129,FL06260,BUSINESS,68
PNR011130,P011130,FL06139,FIRST,103
PNR011131,P011131,FL04589,ECONOMY,24
PNR011132,P011132,FL07474,BUSINESS,15
PNR011133,P011133,FL06474,BUSINESS,8
PNR011134,P011134,FL00225,FIRST,26
PNR011135,P011135,FL04879,FIRST,12
PNR011136,P011136,FL07190,FIRST,60
PNR011137,P011137,FL08562,BUSINESS,129
PNR011138,P011138,FL06251,ECONOMY,142
PNR011139,P011139,FL01242,ECONOMY,127
PNR011140,P011140,FL07764,BUSINESS,134
PNR011141,P011141,FL09925,ECONOMY,11
PNR011142,P011142,FL01028,BUSINESS,101
PNR011143,P011143,FL03167,ECONOMY,66
PNR011144,P011144,FL08710,FIRST,103
PNR011145,P011145,FL09475,FIRST,35
PNR011146,P011146,FL08056,ECONOMY,32
PNR011147,P011147,FL02949,BUSINESS,58
PNR011148,P011148,FL05546,BUSINESS,73
PNR011149,P011149,FL03965,FIRST,147
PNR011150,P011150,FL03313,FIRST,49
PNR011151,P011151,FL07585,BUSINESS,109
PNR011152,P011152,FL07469,FIRST,22
PNR011153,P011153,FL01579,BUSINESS,1
PNR011154,P011154,FL01767,FIRST,144
PNR011155,P011155,FL02046,FIRST,130
PNR011156,P011156,FL02421,BUSINESS,109
PNR011157,P011157,FL09499,FIRST,130
PNR011158,P011158,FL04734,ECONOMY,25
PNR011159,P011159,FL05176,FIRST,131
PNR011160,P011160,FL02951,BUSINESS,95
PNR011161,P011161,FL03619,ECONOMY,109
PNR011162,P011162,FL02731,ECONOMY,19
PNR011163,P011163,FL01528,FIRST,139
PNR011164,P011164,FL04427,FIRST,27
PNR011165,P011165,FL06031,FIRST,94
PNR011166,P011166,FL05933,ECONOMY,146
PNR011167,P011167,FL03153,BUSINESS,112
PNR011168,P011168,FL06344,FIRST,131
PNR011169,P011169,FL07768,ECONOMY,79
PNR011170,P011170,FL00229,FIRST,62
PNR011171,P011171,FL04588,ECONOMY,138
PNR011172,P011172,FL02263,FIRST,83
PNR011173,P011173,FL07051,ECONOMY,27
PNR011174,P011174,FL04702,FIRST,43
PNR011175,P011175,FL05813,FIRST,49
PNR011176,P011176,FL05423,ECONOMY,24
PNR011177,P011177,FL08722,FIRST,68
PNR011178,P011178,FL09140,BUSINESS,45
PNR011179,P011179,FL06689,FIRST,91
PNR011180,P011180,FL06852,FIRST,120
PNR011181,P011181,FL01745,FIRST,89
PNR011182,P011182,FL02192,BUSINESS,131
PNR011183,P011183,FL09744,BUSINESS,7
PNR011184,P011184,FL03893,ECONOMY,125
PNR011185,P011185,FL02670,ECONOMY,78
PNR011186,P011186,FL01207,BUSINESS,116
PNR011187,P011187,FL01052,FIRST,36
PNR011188,P011188,FL04274,FIRST,91
PNR011189,P011189,FL03292,BUSINESS,67
PNR011190,P011190,FL08016,ECONOMY,115
PNR011191,P011191,FL00327,FIRST,101
PNR011192,P011192,FL05103,FIRST,89
PNR011193,P011193,FL01461,FIRST,114
PNR011194,P011194,FL02338,FIRST,14
PNR011195,P011195,FL04820,FIRST,86
PNR011196,P011196,FL01926,ECONOMY,147
PNR011197,P011197,FL01058,ECONOMY,125
PNR011198,P011198,FL03476,BUSINESS,23
PNR011199,P011199,FL09696,FIRST,23
PNR011200,P011200,FL05818,BUSINESS,135
PNR011201,P011201,FL00727,BUSINESS,128
PNR011202,P011202,FL07601,FIRST,88
PNR011203,P011203,FL02475,ECONOMY,30
PNR011204,P011204,FL03877,FIRST,123
PNR011205,P011205,FL04581,BUSINESS,32
PNR011206,P011206,FL02427,FIRST,53
PNR011207,P011207,FL08549,ECONOMY,136
PNR011208,P011208,FL02198,ECONOMY,132
PNR011209,P011209,FL04216,FIRST,53
PNR011210,P011210,FL03900,BUSINESS,117
PNR011211,P011211,FL06059,ECONOMY,96
PNR011212,P011212,FL04221,BUSINESS,109
PNR011213,P011213,FL04218,BUSINESS,4
PNR011214,P011214,FL00883,ECONOMY,112
PNR011215,P011215,FL06811,BUSINESS,140
PNR011216,P011216,FL08399,BUSINESS,57
PNR011217,P011217,FL04727,FIRST,102
PNR011218,P011218,FL07310,BUSINESS,108
PNR011219,P011219,FL09769,FIRST,96
PNR011220,P011220,FL07817,BUSINESS,5
PNR011221,P011221,FL02487,ECONOMY,115
PNR011222,P011222,FL03916,ECONOMY,111
PNR011223,P011223,FL06537,ECONOMY,64
PNR011224,P011224,FL08673,BUSINESS,70
PNR011225,P011225,FL04166,ECONOMY,37
PNR011226,P011226,FL05997,ECONOMY,25
PNR011227,P011227,FL08552,ECONOMY,86
PNR011228,P011228,FL09199,FIRST,132
PNR011229,P011229,FL02444,FIRST,29
PNR011230,P011230,FL06503,BUSINESS,124
PNR011231,P011231,FL02787,ECONOMY,137
PNR011232,P011232,FL04111,BUSINESS,127
PNR011233,P011233,FL08993,ECONOMY,147
PNR011234,P011234,FL02111,FIRST,125
PNR011235,P011235,FL06973,BUSINESS,50
PNR011236,P011236,FL01764,FIRST,92
PNR011237,P011237,FL04309,ECONOMY,2
PNR011238,P011238,FL03931,BUSINESS,137
PNR011239,P011239,FL00962,FIRST,37
PNR011240,P011240,FL05954,BUSINESS,111
PNR011241,P011241,FL06624,ECONOMY,72
PNR011242,P011242,FL03102,FIRST,65
PNR011243,P011243,FL00348,BUSINESS,18
PNR011244,P011244,FL08888,BUSINESS,35
PNR011245,P011245,FL03115,FIRST,104
PNR011246,P011246,FL03691,ECONOMY,127
PNR011247,P011247,FL02119,ECONOMY,52
PNR011248,P011248,FL09615,ECONOMY,67
PNR011249,P011249,FL05395,BUSINESS,89
PNR011250,P011250,FL04444,FIRST,105
PNR011251,P011251,FL08143,BUSINESS,149
PNR011252,P011252,FL04644,ECONOMY,111
PNR011253,P011253,FL01005,FIRST,8
PNR011254,P011254,FL00279,BUSINESS,9
PNR011255,P011255,FL00217,FIRST,42
PNR011256,P011256,FL01913,ECONOMY,3
PNR011257,P011257,FL09197,ECONOMY,56
PNR011258,P011258,FL07658,FIRST,36
PNR011259,P011259,FL00101,FIRST,128
PNR011260,P011260,FL01918,ECONOMY,132
PNR011261,P011261,FL09522,BUSINESS,55
PNR011262,P011262,FL04956,FIRST,34
PNR011263,P011263,FL08172,BUSINESS,33
PNR011264,P011264,FL09559,ECONOMY,131
PNR011265,P011265,FL04828,ECONOMY,4
PNR011266,P011266,FL05064,ECONOMY,111
PNR011267,P011267,FL09462,FIRST,103
PNR011268,P011268,FL05518,BUSINESS,139
PNR011269,P011269,FL01460,BUSINESS,113
PNR011270,P011270,FL06740,FIRST,13
PNR011271,P011271,FL08464,BUSINESS,50
PNR011272,P011272,FL00209,ECONOMY,0
PNR011273,P011273,FL06984,ECONOMY,65
PNR011274,P011274,FL00623,FIRST,39
PNR011275,P011275,FL03932,FIRST,148
PNR011276,P011276,FL09978,ECONOMY,143
PNR011277,P011277,FL06693,ECONOMY,146
PNR011278,P011278,FL05365,BUSINESS,61
PNR011279,P011279,FL06501,FIRST,108
PNR011280,P011280,FL09141,BUSINESS,50
PNR011281,P011281,FL06376,FIRST,127
PNR011282,P011282,FL07511,BUSINESS,33
PNR011283,P011283,FL04019,ECONOMY,38
PNR011284,P011284,FL06396,BUSINESS,81
PNR011285,P011285,FL06529,FIRST,46
PNR011286,P011286,FL04870,ECONOMY,142
PNR011287,P011287,FL01850,FIRST,104
PNR011288,P011288,FL09556,FIRST,143
PNR011289,P011289,FL02701,FIRST,107
PNR011290,P011290,FL08272,ECONOMY,71
PNR011291,P011291,FL09721,ECONOMY,85
PNR011292,P011292,FL06331,ECONOMY,20
PNR011293,P011293,FL04823,FIRST,3
PNR011294,P011294,FL07492,FIRST,107
PNR011295,P011295,FL03047,BUSINESS,28
PNR011296,P011296,FL01054,FIRST,61
PNR011297,P011297,FL04354,ECONOMY,14
PNR011298,P011298,FL00047,FIRST,59
PNR011299,P011299,FL07890,FIRST,57
PNR011300,P011300,FL05459,BUSINESS,117
PNR011301,P011301,FL07616,BUSINESS,38
PNR011302,P011302,FL04985,FIRST,73
PNR011303,P011303,FL00077,BUSINESS,14
PNR011304,P011304,FL00604,ECONOMY,0
PNR011305,P011305,FL08217,BUSINESS,43
PNR011306,P011306,FL00903,BUSINESS,18
PNR011307,P011307,FL00124,BUSINESS,45
PNR011308,P011308,FL00100,ECONOMY,53
PNR011309,P011309,FL09476,ECONOMY,111
PNR011310,P011310,FL09718,FIRST,41
PNR011311,P011311,FL08878,FIRST,118
PNR011312,P011312,FL05667,BUSINESS,63
PNR011313,P011313,FL05502,BUSINESS,79
PNR011314,P011314,FL00657,BUSINESS,20
PNR011315,P011315,FL05550,BUSINESS,137
PNR011316,P011316,FL09099,BUSINESS,60
PNR011317,P011317,FL07794,ECONOMY,46
PNR011318,P011318,FL00574,ECONOMY,137
PNR011319,P011319,FL09597,BUSINESS,92
PNR011320,P011320,FL01121,BUSINESS,149
PNR011321,P011321,FL00798,BUSINESS,7
PNR011322,P011322,FL02757,BUSINESS,77
PNR011323,P011323,FL03940,FIRST,24
PNR011324,P011324,FL05421,FIRST,45
PNR011325,P011325,FL01596,FIRST,105
PNR011326,P011326,FL01628,FIRST,148
PNR011327,P011327,FL06172,ECONOMY,129
PNR011328,P011328,FL09751,BUSINESS,143
PNR011329,P011329,FL06104,FIRST,49
PNR011330,P011330,FL09408,BUSINESS,138
PNR011331,P011331,FL03685,BUSINESS,93
PNR011332,P011332,FL02172,BUSINESS,148
PNR011333,P011333,FL05434,ECONOMY,77
PNR011334,P011334,FL01527,BUSINESS,108
PNR011335,P011335,FL08822,BUSINESS,123
PNR011336,P011336,FL02402,FIRST,149
PNR011337,P011337,FL08293,ECONOMY,63
PNR011338,P011338,FL05439,FIRST,19
PNR011339,P011339,FL08851,BUSINESS,33
PNR011340,P011340,FL01017,BUSINESS,84
PNR011341,P011341,FL04448,ECONOMY,143
PNR011342,P011342,FL00406,ECONOMY,86
PNR011343,P011343,FL01867,ECONOMY,31
PNR011344,P011344,FL06359,BUSINESS,113
PNR011345,P011345,FL07934,FIRST,36
PNR011346,P011346,FL02719,FIRST,12
PNR011347,P011347,FL07618,ECONOMY,137
PNR011348,P011348,FL05693,ECONOMY,47
PNR011349,P011349,FL04565,BUSINESS,142
PNR011350,P011350,FL04925,BUSINESS,24
PNR011351,P011351,FL07065,FIRST,88
PNR011352,P011352,FL07407,FIRST,20
PNR011353,P011353,FL06066,FIRST,99
PNR011354,P011354,FL00163,BUSINESS,55
PNR011355,P011355,FL08842,BUSINESS,21
PNR011356,P011356,FL06558,FIRST,142
PNR011357,P011357,FL07816,FIRST,143
PNR011358,P011358,FL05522,BUSINESS,4
PNR011359,P011359,FL06145,BUSINESS,127
PNR011360,P011360,FL06066,FIRST,145
PNR011361,P011361,FL02799,BUSINESS,148
PNR011362,P011362,FL04266,FIRST,134
PNR011363,P011363,FL04342,BUSINESS,106
PNR011364,P011364,FL02422,ECONOMY,40
PNR011365,P011365,FL05899,BUSINESS,100
PNR011366,P011366,FL08856,ECONOMY,114
PNR011367,P011367,FL01481,ECONOMY,6
PNR011368,P011368,FL09548,FIRST,135
PNR011369,P011369,FL05283,BUSINESS,86
PNR011370,P011370,FL09296,BUSINESS,115
PNR011371,P011371,FL08525,BUSINESS,116
PNR011372,P011372,FL08091,ECONOMY,125
PNR011373,P011373,FL01873,BUSINESS,71
PNR011374,P011374,FL05675,BUSINESS,100
PNR011375,P011375,FL04719,ECONOMY,31
PNR011376,P011376,FL01935,ECONOMY,33
PNR011377,P011377,FL02235,BUSINESS,29
PNR011378,P011378,FL00729,ECONOMY,62
PNR011379,P011379,FL05334,FIRST,141
PNR011380,P011380,FL09998,BUSINESS,67
PNR011381,P011381,FL03869,FIRST,10
PNR011382,P011382,FL07501,ECONOMY,36
PNR011383,P011383,FL00857,ECONOMY,94
PNR011384,P011384,FL00765,FIRST,49
PNR011385,P011385,FL00626,FIRST,118
PNR011386,P011386,FL04582,ECONOMY,118
PNR011387,P011387,FL02245,ECONOMY,23
PNR011388,P011388,FL00687,BUSINESS,51
PNR011389,P011389,FL08658,ECONOMY,4
PNR011390,P011390,FL05018,ECONOMY,114
PNR011391,P011391,FL00684,BUSINESS,14
PNR011392,P011392,FL00653,ECONOMY,116
PNR011393,P011393,FL03742,ECONOMY,89
PNR011394,P011394,FL06535,FIRST,120
PNR011395,P011395,FL08458,ECONOMY,9
PNR011396,P011396,FL02694,FIRST,21
PNR011397,P011397,FL08246,ECONOMY,6
PNR011398,P011398,FL03345,ECONOMY,19
PNR011399,P011399,FL03298,FIRST,68
PNR011400,P011400,FL06200,FIRST,37
PNR011401,P011401,FL04267,ECONOMY,43
PNR011402,P011402,FL08617,BUSINESS,43
PNR011403,P011403,FL03461,ECONOMY,57
PNR011404,P011404,FL09272,FIRST,142
PNR011405,P011405,FL04651,ECONOMY,116
PNR011406,P011406,FL09423,BUSINESS,76
PNR011407,P011407,FL02140,BUSINESS,75
PNR011408,P011408,FL04314,ECONOMY,57
PNR011409,P011409,FL07783,ECONOMY,9
PNR011410,P011410,FL02783,BUSINESS,39
PNR011411,P011411,FL04076,BUSINESS,44
PNR011412,P011412,FL08970,FIRST,51
PNR011413,P011413,FL06280,ECONOMY,15
PNR011414,P011414,FL01482,BUSINESS,143
PNR011415,P011415,FL07541,ECONOMY,84
PNR011416,P011416,FL00764,FIRST,138
PNR011417,P011417,FL08757,FIRST,144
PNR011418,P011418,FL04760,ECONOMY,62
PNR011419,P011419,FL04187,BUSINESS,1
PNR011420,P011420,FL02437,BUSINESS,67
PNR011421,P011421,FL07257,ECONOMY,125
PNR011422,P011422,FL02315,ECONOMY,62
PNR011423,P011423,FL08171,FIRST,83
PNR011424,P011424,FL05089,BUSINESS,136
PNR011425,P011425,FL05581,ECONOMY,25
PNR011426,P011426,FL04962,FIRST,58
PNR011427,P011427,FL04501,FIRST,72
PNR011428,P011428,FL08123,BUSINESS,104
PNR011429,P011429,FL04773,ECONOMY,131
PNR011430,P011430,FL01935,BUSINESS,32
PNR011431,P011431,FL02096,ECONOMY,60
PNR011432,P011432,FL08787,BUSINESS,139
PNR011433,P011433,FL07500,BUSINESS,115
PNR011434,P011434,FL01400,ECONOMY,8
PNR011435,P011435,FL04105,ECONOMY,129
PNR011436,P011436,FL05952,FIRST,128
PNR011437,P011437,FL02223,BUSINESS,22
PNR011438,P011438,FL08404,BUSINESS,11
PNR011439,P011439,FL08938,BUSINESS,118
PNR011440,P011440,FL09463,ECONOMY,35
PNR011441,P011441,FL06214,FIRST,126
PNR011442,P011442,FL07334,FIRST,21
PNR011443,P011443,FL05994,FIRST,2
PNR011444,P011444,FL06175,ECONOMY,10
PNR011445,P011445,FL04285,BUSINESS,29
PNR011446,P011446,FL06927,ECONOMY,139
PNR011447,P011447,FL03690,ECONOMY,45
PNR011448,P011448,FL04013,ECONOMY,147
PNR011449,P011449,FL05914,ECONOMY,49
PNR011450,P011450,FL02668,FIRST,87
PNR011451,P011451,FL03781,FIRST,111
PNR011452,P011452,FL09589,BUSINESS,132
PNR011453,P011453,FL01544,FIRST,136
PNR011454,P011454,FL02295,ECONOMY,119
PNR011455,P011455,FL08368,FIRST,104
PNR011456,P011456,FL06722,BUSINESS,11
PNR011457,P011457,FL08357,BUSINESS,125
PNR011458,P011458,FL03411,FIRST,70
PNR011459,P011459,FL05650,BUSINESS,89
PNR011460,P011460,FL03985,FIRST,144
PNR011461,P011461,FL00294,BUSINESS,30
PNR011462,P011462,FL03763,ECONOMY,70
PNR011463,P011463,FL00040,FIRST,88
PNR011464,P011464,FL07506,ECONOMY,73
PNR011465,P011465,FL07353,BUSINESS,55
PNR011466,P011466,FL03826,FIRST,1
PNR011467,P011467,FL00383,BUSINESS,83
PNR011468,P011468,FL04674,ECONOMY,5
PNR011469,P011469,FL04529,FIRST,125
PNR011470,P011470,FL08222,BUSINESS,123
PNR011471,P011471,FL05499,BUSINESS,127
PNR011472,P011472,FL03496,BUSINESS,127
PNR011473,P011473,FL03797,BUSINESS,24
PNR011474,P011474,FL06762,ECONOMY,16
PNR011475,P011475,FL02211,BUSINESS,88
PNR011476,P011476,FL09509,FIRST,41
PNR011477,P011477,FL07536,BUSINESS,104
PNR011478,P011478,FL04650,ECONOMY,83
PNR011479,P011479,FL07107,FIRST,16
PNR011480,P011480,FL04744,BUSINESS,55
PNR011481,P011481,FL00974,FIRST,97
PNR011482,P011482,FL00040,FIRST,141
PNR011483,P011483,FL08147,ECONOMY,106
PNR011484,P011484,FL09327,ECONOMY,93
PNR011485,P011485,FL08458,BUSINESS,57
PNR011486,P011486,FL04144,FIRST,1
PNR011487,P011487,FL06714,BUSINESS,136
PNR011488,P011488,FL08325,BUSINESS,42
PNR011489,P011489,FL02536,BUSINESS,137
PNR011490,P011490,FL00503,FIRST,56
PNR011491,P011491,FL06680,BUSINESS,64
PNR011492,P011492,FL00055,ECONOMY,128
PNR011493,P011493,FL05797,BUSINESS,82
PNR011494,P011494,FL04985,FIRST,80
PNR011495,P011495,FL03721,ECONOMY,107
PNR011496,P011496,FL00790,FIRST,51
PNR011497,P011497,FL02008,FIRST,76
PNR011498,P011498,FL00357,FIRST,109
PNR011499,P011499,FL03419,ECONOMY,21
PNR011500,P011500,FL02155,ECONOMY,132
PNR011501,P011501,FL09247,BUSINESS,16
PNR011502,P011502,FL01626,ECONOMY,46
PNR011503,P011503,FL05416,BUSINESS,117
PNR011504,P011504,FL03073,BUSINESS,68
PNR011505,P011505,FL09543,ECONOMY,149
PNR011506,P011506,FL02032,ECONOMY,128
PNR011507,P011507,FL08529,FIRST,5
PNR011508,P011508,FL03013,BUSINESS,55
PNR011509,P011509,FL01862,FIRST,70
PNR011510,P011510,FL06051,BUSINESS,81
PNR011511,P011511,FL07877,ECONOMY,46
PNR011512,P011512,FL01801,FIRST,46
PNR011513,P011513,FL08973,BUSINESS,108
PNR011514,P011514,FL08011,ECONOMY,115
PNR011515,P011515,FL06970,BUSINESS,139
PNR011516,P011516,FL06424,BUSINESS,55
PNR011517,P011517,FL07143,BUSINESS,34
PNR011518,P011518,FL00060,FIRST,41
PNR011519,P011519,FL01806,FIRST,148
PNR011520,P011520,FL03758,FIRST,84
PNR011521,P011521,FL02204,FIRST,92
PNR011522,P011522,FL02610,FIRST,4
PNR011523,P011523,FL08914,BUSINESS,147
PNR011524,P011524,FL05826,FIRST,128
PNR011525,P011525,FL08002,FIRST,78
PNR011526,P011526,FL06330,BUSINESS,20
PNR011527,P011527,FL09730,FIRST,80
PNR011528,P011528,FL09078,BUSINESS,56
PNR011529,P011529,FL01185,ECONOMY,33
PNR011530,P011530,FL04353,BUSINESS,33
PNR011531,P011531,FL02588,FIRST,108
PNR011532,P011532,FL01861,BUSINESS,34
PNR011533,P011533,FL03188,BUSINESS,40
PNR011534,P011534,FL01498,FIRST,19
PNR011535,P011535,FL07091,FIRST,30
PNR011536,P011536,FL01010,ECONOMY,113
PNR011537,P011537,FL05883,FIRST,94
PNR011538,P011538,FL01101,FIRST,48
PNR011539,P011539,FL04800,FIRST,122
PNR011540,P011540,FL05030,BUSINESS,121
PNR011541,P011541,FL04265,FIRST,68
PNR011542,P011542,FL04535,BUSINESS,61
PNR011543,P011543,FL09591,BUSINESS,99
PNR011544,P011544,FL06968,BUSINESS,66
PNR011545,P011545,FL08415,ECONOMY,83
PNR011546,P011546,FL05527,FIRST,75
PNR011547,P011547,FL05193,BUSINESS,133
PNR011548,P011548,FL08916,ECONOMY,88
PNR011549,P011549,FL00235,BUSINESS,60
PNR011550,P011550,FL08397,FIRST,46
PNR011551,P011551,FL00768,FIRST,3
PNR011552,P011552,FL01965,ECONOMY,76
PNR011553,P011553,FL08041,BUSINESS,98
PNR011554,P011554,FL04140,FIRST,20
PNR011555,P011555,FL00024,BUSINESS,31
PNR011556,P011556,FL09802,BUSINESS,70
PNR011557,P011557,FL05514,ECONOMY,40
PNR011558,P011558,FL05959,BUSINESS,122
PNR011559,P011559,FL02100,FIRST,39
PNR011560,P011560,FL01976,ECONOMY,141
PNR011561,P011561,FL09137,ECONOMY,123
PNR011562,P011562,FL08767,FIRST,112
PNR011563,P011563,FL02044,BUSINESS,127
PNR011564,P011564,FL09609,BUSINESS,63
PNR011565,P011565,FL03341,ECONOMY,107
PNR011566,P011566,FL03605,ECONOMY,19
PNR011567,P011567,FL07571,FIRST,98
PNR011568,P011568,FL00473,ECONOMY,136
PNR011569,P011569,FL05623,FIRST,111
PNR011570,P011570,FL00557,ECONOMY,45
PNR011571,P011571,FL03733,BUSINESS,29
PNR011572,P011572,FL03733,BUSINESS,25
PNR011573,P011573,FL01748,BUSINESS,106
PNR011574,P011574,FL09063,ECONOMY,142
PNR011575,P011575,FL04044,ECONOMY,35
PNR011576,P011576,FL09199,ECONOMY,103
PNR011577,P011577,FL01427,BUSINESS,131
PNR011578,P011578,FL09791,ECONOMY,142
PNR011579,P011579,FL02738,FIRST,126
PNR011580,P011580,FL02292,FIRST,81
PNR011581,P011581,FL03258,BUSINESS,59
PNR011582,P011582,FL05207,FIRST,85
PNR011583,P011583,FL02838,ECONOMY,63
PNR011584,P011584,FL06383,ECONOMY,95
PNR011585,P011585,FL09196,FIRST,128
PNR011586,P011586,FL00260,FIRST,9
PNR011587,P011587,FL05179,FIRST,23
PNR011588,P011588,FL01331,FIRST,35
PNR011589,P011589,FL04117,BUSINESS,141
PNR011590,P011590,FL07561,BUSINESS,73
PNR011591,P011591,FL06486,ECONOMY,76
PNR011592,P011592,FL02056,ECONOMY,49
PNR011593,P011593,FL02025,BUSINESS,27
PNR011594,P011594,FL05563,FIRST,62
PNR011595,P011595,FL03498,ECONOMY,136
PNR011596,P011596,FL04235,FIRST,71
PNR011597,P011597,FL00261,ECONOMY,10
PNR011598,P011598,FL04207,ECONOMY,53
PNR011599,P011599,FL02527,ECONOMY,120
PNR011600,P011600,FL08000,BUSINESS,112
PNR011601,P011601,FL02194,ECONOMY,145
PNR011602,P011602,FL08710,BUSINESS,7
PNR011603,P011603,FL05377,BUSINESS,57
PNR011604,P011604,FL04613,FIRST,125
PNR011605,P011605,FL09226,BUSINESS,16
PNR011606,P011606,FL00871,FIRST,37
PNR011607,P011607,FL03865,ECONOMY,32
PNR011608,P011608,FL08400,ECONOMY,147
PNR011609,P011609,FL07763,FIRST,41
PNR011610,P011610,FL07123,FIRST,44
PNR011611,P011611,FL00217,ECONOMY,142
PNR011612,P011612,FL01993,ECONOMY,52
PNR011613,P011613,FL06848,ECONOMY,19
PNR011614,P011614,FL08459,BUSINESS,84
PNR011615,P011615,FL07246,BUSINESS,116
PNR011616,P011616,FL06365,FIRST,61
PNR011617,P011617,FL07228,BUSINESS,118
PNR011618,P011618,FL02812,FIRST,43
PNR011619,P011619,FL09344,ECONOMY,81
PNR011620,P011620,FL06938,ECONOMY,79
PNR011621,P011621,FL04885,ECONOMY,28
PNR011622,P011622,FL03938,ECONOMY,49
PNR011623,P011623,FL06945,ECONOMY,21
PNR011624,P011624,FL03021,ECONOMY,35
PNR011625,P011625,FL00981,BUSINESS,47
PNR011626,P011626,FL03854,FIRST,40
PNR011627,P011627,FL03656,BUSINESS,76
PNR011628,P011628,FL03731,ECONOMY,74
PNR011629,P011629,FL04761,ECONOMY,89
PNR011630,P011630,FL08387,ECONOMY,106
