flight_id,total_seats,available_seats
FL01552,207,207
FL01553,202,202
FL01554,127,127
FL01555,214,214
FL01556,140,140
FL01557,200,200
FL01558,206,206
FL01559,199,199
FL01560,189,189
FL01561,191,191
FL01562,144,144
FL01563,201,201
FL01564,208,208
FL01565,131,131
FL01566,134,134
FL01567,178,178
FL01568,145,145
FL01569,145,145
FL01570,166,166
FL01571,151,151
FL01572,129,129
FL01573,135,135
FL01574,190,190
FL01575,136,136
FL01576,142,142
FL01577,145,145
FL01578,204,204
FL01579,205,205
FL01580,126,126
FL01581,133,133
FL01582,198,198
FL01583,126,126
FL01584,128,128
FL01585,167,167
FL01586,191,191
FL01587,178,178
FL01588,206,206
FL01589,212,212
FL01590,201,201
FL01591,214,214
FL01592,213,213
FL01593,158,158
FL01594,218,218
FL01595,137,137
FL01596,178,178
FL01597,136,136
FL01598,133,133
FL01599,150,150
FL01600,143,143
FL01601,218,218
FL01602,179,179
FL01603,164,164
FL01604,217,217
FL01605,122,122
FL01606,156,156
FL01607,162,162
FL01608,159,159
FL01609,209,209
FL01610,174,174
FL01611,206,206
FL01612,158,158
FL01613,134,134
FL01614,123,123
FL01615,212,212
FL01616,205,205
FL01617,144,144
FL01618,132,132
FL01619,201,201
FL01620,152,152
FL01621,135,135
FL01622,161,161
FL01623,185,185
FL01624,174,174
FL01625,218,218
FL01626,161,161
FL01627,153,153
FL01628,149,149
FL01629,132,132
FL01630,132,132
FL01631,137,137
FL01632,151,151
FL01633,215,215
FL01634,218,218
FL01635,158,158
FL01636,165,165
FL01637,148,148
FL01638,181,181
FL01639,212,212
FL01640,181,181
FL01641,176,176
FL01642,135,135
FL01643,175,175
FL01644,129,129
FL01645,149,149
FL01646,144,144
FL01647,203,203
FL01648,124,124
FL01649,184,184
FL01650,213,213
FL01651,168,168
FL01652,122,122
FL01653,164,164
FL01654,133,133
FL01655,149,149
FL01656,187,187
FL01657,137,137
FL01658,181,181
FL01659,156,156
FL01660,144,144
FL01661,167,167
FL01662,184,184
FL01663,172,172
FL01664,198,198
FL01665,192,192
FL01666,134,134
FL01667,168,168
FL01668,207,207
FL01669,187,187
FL01670,131,131
FL01671,178,178
FL01672,156,156
FL01673,180,180
FL01674,162,162
FL01675,189,189
FL01676,158,158
FL01677,175,175
FL01678,182,182
FL01679,165,165
FL01680,207,207
FL01681,130,130
FL01682,181,181
FL01683,196,196
FL01684,217,217
FL01685,144,144
FL01686,190,190
FL01687,171,171
FL01688,123,123
FL01689,178,178
FL01690,191,191
FL01691,139,139
FL01692,212,212
FL01693,182,182
FL01694,173,173
FL01695,193,193
FL01696,217,217
FL01697,176,176
FL01698,209,209
FL01699,160,160
FL01700,122,122
FL01701,125,125
FL01702,124,124
FL01703,124,124
FL01704,173,173
FL01705,166,166
FL01706,206,206
FL01707,168,168
FL01708,128,128
FL01709,218,218
FL01710,139,139
FL01711,180,180
FL01712,154,154
FL01713,169,169
FL01714,201,201
FL01715,181,181
FL01716,136,136
FL01717,207,207
FL01718,122,122
FL01719,151,151
FL01720,218,218
FL01721,132,132
FL01722,208,208
FL01723,192,192
FL01724,187,187
FL01725,133,133
FL01726,217,217
FL01727,130,130
FL01728,175,175
FL01729,186,186
FL01730,211,211
FL01731,148,148
FL01732,128,128
FL01733,186,186
FL01734,144,144
FL01735,217,217
FL01736,195,195
FL01737,161,161
FL01738,128,128
FL01739,198,198
FL01740,159,159
FL01741,144,144
FL01742,124,124
FL01743,130,130
FL01744,178,178
FL01745,217,217
FL01746,207,207
FL01747,198,198
FL01748,157,157
FL01749,191,191
FL01750,124,124
FL01751,167,167
FL01752,209,209
FL01753,137,137
FL01754,189,189
FL01755,156,156
FL01756,179,179
FL01757,167,167
FL01758,196,196
FL01759,147,147
FL01760,188,188
FL01761,196,196
FL01762,200,200
FL01763,159,159
FL01764,164,164
FL01765,215,215
FL01766,181,181
FL01767,212,212
FL01768,177,177
FL01769,186,186
FL01770,175,175
FL01771,159,159
FL01772,217,217
FL01773,159,159
FL01774,210,210
FL01775,196,196
FL01776,152,152
FL01777,125,125
FL01778,207,207
FL01779,138,138
FL01780,199,199
FL01781,159,159
FL01782,211,211
FL01783,216,216
FL01784,178,178
FL01785,178,178
FL01786,167,167
FL01787,160,160
FL01788,132,132
FL01789,164,164
FL01790,208,208
FL01791,172,172
FL01792,161,161
FL01793,219,219
FL01794,182,182
FL01795,146,146
FL01796,157,157
FL01797,179,179
FL01798,126,126
FL01799,124,124
FL01800,164,164
FL01801,177,177
FL01802,150,150
FL01803,142,142
FL01804,161,161
FL01805,129,129
FL01806,151,151
FL01807,172,172
FL01808,149,149
FL01809,158,158
FL01810,150,150
FL01811,201,201
FL01812,219,219
FL01813,121,121
FL01814,197,197
FL01815,196,196
FL01816,212,212
FL01817,131,131
FL01818,158,158
FL01819,185,185
FL01820,215,215
FL01821,132,132
FL01822,165,165
FL01823,146,146
FL01824,136,136
FL01825,214,214
FL01826,217,217
FL01827,179,179
FL01828,183,183
FL01829,207,207
FL01830,154,154
FL01831,189,189
FL01832,202,202
FL01833,149,149
FL01834,190,190
FL01835,193,193
FL01836,215,215
FL01837,217,217
FL01838,182,182
FL01839,147,147
FL01840,179,179
FL01841,198,198
FL01842,213,213
FL01843,156,156
FL01844,212,212
FL01845,141,141
FL01846,187,187
FL01847,139,139
FL01848,215,215
FL01849,219,219
FL01850,187,187
FL01851,210,210
FL01852,183,183
FL01853,136,136
FL01854,131,131
FL01855,141,141
FL01856,136,136
FL01857,129,129
FL01858,184,184
FL01859,141,141
FL01860,209,209
FL01861,201,201
FL01862,169,169
FL01863,133,133
FL01864,183,183
FL01865,166,166
FL01866,148,148
FL01867,195,195
FL01868,155,155
FL01869,218,218
FL01870,171,171
FL01871,195,195
FL01872,126,126
FL01873,148,148
FL01874,130,130
FL01875,152,152
FL01876,125,125
FL01877,198,198
FL01878,151,151
FL01879,170,170
FL01880,194,194
FL01881,177,177
FL01882,206,206
FL01883,145,145
FL01884,217,217
FL01885,165,165
FL01886,217,217
FL01887,148,148
FL01888,123,123
FL01889,200,200
FL01890,218,218
FL01891,132,132
FL01892,158,158
FL01893,134,134
FL01894,148,148
FL01895,148,148
FL01896,194,194
FL01897,151,151
FL01898,121,121
FL01899,166,166
FL01900,197,197
FL01901,203,203
FL01902,141,141
FL01903,194,194
FL01904,146,146
FL01905,186,186
FL01906,200,200
FL01907,175,175
FL01908,211,211
FL01909,212,212
FL01910,140,140
FL01911,166,166
FL01912,199,199
FL01913,178,178
FL01914,203,203
FL01915,125,125
FL01916,138,138
FL01917,176,176
FL01918,188,188
FL01919,122,122
FL01920,120,120
FL01921,177,177
FL01922,157,157
FL01923,134,134
FL01924,153,153
FL01925,180,180
FL01926,154,154
FL01927,183,183
FL01928,144,144
FL01929,143,143
FL01930,131,131
FL01931,137,137
FL01932,134,134
FL01933,199,199
FL01934,146,146
FL01935,191,191
FL01936,179,179
FL01937,165,165
FL01938,208,208
FL01939,136,136
FL01940,212,212
FL01941,172,172
FL01942,127,127
FL01943,198,198
FL01944,146,146
FL01945,165,165
FL01946,169,169
FL01947,190,190
FL01948,122,122
FL01949,212,212
FL01950,183,183
FL01951,163,163
FL01952,172,172
FL01953,143,143
FL01954,179,179
FL01955,122,122
FL01956,139,139
FL01957,165,165
FL01958,134,134
FL01959,144,144
FL01960,213,213
FL01961,197,197
FL01962,190,190
FL01963,136,136
FL01964,203,203
FL01965,219,219
FL01966,128,128
FL01967,157,157
FL01968,167,167
FL01969,179,179
FL01970,182,182
FL01971,205,205
FL01972,121,121
FL01973,207,207
FL01974,191,191
FL01975,130,130
FL01976,183,183
FL01977,196,196
FL01978,200,200
FL01979,191,191
FL01980,140,140
FL01981,137,137
FL01982,213,213
FL01983,183,183
FL01984,201,201
FL01985,214,214
FL01986,157,157
FL01987,151,151
FL01988,130,130
FL01989,164,164
FL01990,208,208
FL01991,152,152
FL01992,160,160
FL01993,127,127
FL01994,130,130
FL01995,205,205
FL01996,170,170
FL01997,207,207
FL01998,160,160
FL01999,136,136
FL02000,195,195
FL02001,165,165
FL02002,151,151
FL02003,198,198
FL02004,199,199
FL02005,173,173
FL02006,205,205
FL02007,211,211
FL02008,139,139
FL02009,152,152
FL02010,193,193
FL02011,159,159
FL02012,151,151
FL02013,216,216
FL02014,121,121
FL02015,216,216
FL02016,152,152
FL02017,196,196
FL02018,149,149
FL02019,152,152
FL02020,196,196
FL02021,145,145
FL02022,141,141
FL02023,185,185
FL02024,157,157
FL02025,209,209
FL02026,165,165
FL02027,134,134
FL02028,217,217
FL02029,163,163
FL02030,168,168
FL02031,194,194
FL02032,180,180
FL02033,186,186
FL02034,125,125
FL02035,128,128
FL02036,125,125
FL02037,192,192
FL02038,214,214
FL02039,151,151
FL02040,160,160
FL02041,195,195
FL02042,127,127
FL02043,191,191
FL02044,169,169
FL02045,211,211
FL02046,181,181
FL02047,203,203
FL02048,181,181
FL02049,126,126
FL02050,194,194
FL02051,203,203
FL02052,199,199
FL02053,123,123
FL02054,125,125
FL02055,177,177
FL02056,141,141
FL02057,145,145
FL02058,122,122
FL02059,160,160
FL02060,179,179
FL02061,133,133
FL02062,194,194
FL02063,201,201
FL02064,131,131
FL02065,206,206
FL02066,131,131
FL02067,132,132
FL02068,144,144
FL02069,164,164
FL02070,138,138
FL02071,174,174
FL02072,219,219
FL02073,164,164
FL02074,127,127
FL02075,212,212
FL02076,172,172
FL02077,174,174
FL02078,151,151
FL02079,170,170
FL02080,163,163
FL02081,201,201
FL02082,189,189
FL02083,137,137
FL02084,202,202
FL02085,141,141
FL02086,156,156
FL02087,215,215
FL02088,175,175
FL02089,178,178
FL02090,122,122
FL02091,147,147
FL02092,193,193
FL02093,154,154
FL02094,180,180
FL02095,212,212
FL02096,173,173
FL02097,182,182
FL02098,198,198
FL02099,216,216
FL02100,126,126
FL02101,195,195
FL02102,168,168
FL02103,213,213
FL02104,204,204
FL02105,150,150
FL02106,177,177
FL02107,180,180
FL02108,143,143
FL02109,139,139
FL02110,156,156
FL02111,123,123
FL02112,211,211
FL02113,139,139
FL02114,179,179
FL02115,143,143
FL02116,169,169
FL02117,168,168
FL02118,170,170
FL02119,215,215
FL02120,155,155
FL02121,217,217
FL02122,219,219
FL02123,185,185
FL02124,198,198
FL02125,153,153
FL02126,155,155
FL02127,125,125
FL02128,158,158
FL02129,161,161
FL02130,177,177
FL02131,131,131
FL02132,122,122
FL02133,137,137
FL02134,159,159
FL02135,140,140
FL02136,134,134
FL02137,216,216
FL02138,218,218
FL02139,145,145
FL02140,127,127
FL02141,219,219
FL02142,213,213
FL02143,206,206
FL02144,161,161
FL02145,163,163
FL02146,133,133
FL02147,197,197
FL02148,121,121
FL02149,156,156
FL02150,188,188
FL02151,157,157
FL02152,160,160
FL02153,181,181
FL02154,179,179
FL02155,133,133
FL02156,208,208
FL02157,203,203
FL02158,121,121
FL02159,189,189
FL02160,136,136
FL02161,208,208
FL02162,147,147
FL02163,185,185
FL02164,154,154
FL02165,124,124
FL02166,184,184
FL02167,159,159
FL02168,195,195
FL02169,175,175
FL02170,155,155
FL02171,164,164
FL02172,142,142
FL02173,166,166
FL02174,150,150
FL02175,130,130
FL02176,129,129
FL02177,186,186
FL02178,133,133
FL02179,199,199
FL02180,193,193
FL02181,212,212
FL02182,129,129
FL02183,195,195
FL02184,213,213
FL02185,120,120
FL02186,124,124
FL02187,139,139
FL02188,127,127
FL02189,162,162
FL02190,195,195
FL02191,120,120
FL02192,176,176
FL02193,183,183
FL02194,203,203
FL02195,147,147
FL02196,156,156
FL02197,166,166
FL02198,195,195
FL02199,156,156
FL02200,168,168
FL02201,163,163
FL02202,175,175
FL02203,147,147
FL02204,198,198
FL02205,125,125
FL02206,180,180
FL02207,139,139
FL02208,197,197
FL02209,121,121
FL02210,192,192
FL02211,156,156
FL02212,139,139
FL02213,145,145
FL02214,148,148
FL02215,120,120
FL02216,154,154
FL02217,189,189
FL02218,178,178
FL02219,188,188
FL02220,152,152
FL02221,170,170
FL02222,197,197
FL02223,131,131
FL02224,139,139
FL02225,172,172
FL02226,207,207
FL02227,162,162
FL02228,217,217
FL02229,208,208
FL02230,169,169
FL02231,148,148
FL02232,176,176
FL02233,158,158
FL02234,214,214
FL02235,175,175
FL02236,162,162
FL02237,169,169
FL02238,142,142
FL02239,163,163
FL02240,157,157
FL02241,203,203
FL02242,142,142
FL02243,164,164
FL02244,171,171
FL02245,199,199
FL02246,169,169
FL02247,127,127
FL02248,204,204
FL02249,120,120
FL02250,127,127
FL02251,148,148
FL02252,215,215
FL02253,124,124
FL02254,205,205
FL02255,166,166
FL02256,153,153
FL02257,184,184
FL02258,174,174
FL02259,209,209
FL02260,162,162
FL02261,193,193
FL02262,149,149
FL02263,201,201
FL02264,136,136
FL02265,145,145
FL02266,127,127
FL02267,166,166
FL02268,195,195
FL02269,210,210
FL02270,191,191
FL02271,208,208
FL02272,165,165
FL02273,187,187
FL02274,152,152
FL02275,120,120
FL02276,138,138
FL02277,150,150
FL02278,199,199
FL02279,133,133
FL02280,172,172
FL02281,167,167
FL02282,188,188
FL02283,209,209
FL02284,181,181
FL02285,211,211
FL02286,185,185
FL02287,183,183
FL02288,189,189
FL02289,182,182
FL02290,192,192
FL02291,152,152
FL02292,160,160
FL02293,208,208
FL02294,167,167
FL02295,132,132
FL02296,192,192
FL02297,196,196
FL02298,150,150
FL02299,194,194
FL02300,187,187
FL02301,217,217
FL02302,123,123
FL02303,138,138
FL02304,189,189
FL02305,217,217
FL02306,201,201
FL02307,132,132
FL02308,142,142
FL02309,202,202
FL02310,194,194
FL02311,120,120
FL02312,207,207
FL02313,173,173
FL02314,190,190
FL02315,208,208
FL02316,204,204
FL02317,134,134
FL02318,184,184
FL02319,195,195
FL02320,190,190
FL02321,134,134
FL02322,140,140
FL02323,138,138
FL02324,179,179
FL02325,212,212
FL02326,208,208
FL02327,152,152
FL02328,168,168
FL02329,215,215
FL02330,154,154
FL02331,163,163
FL02332,209,209
FL02333,130,130
FL02334,218,218
FL02335,191,191
FL02336,197,197
FL02337,193,193
FL02338,185,185
FL02339,165,165
FL02340,128,128
FL02341,122,122
FL02342,204,204
FL02343,145,145
FL02344,191,191
FL02345,167,167
FL02346,185,185
FL02347,189,189
FL02348,147,147
FL02349,212,212
FL02350,145,145
FL02351,144,144
FL02352,131,131
FL02353,124,124
FL02354,217,217
FL02355,167,167
FL02356,156,156
FL02357,198,198
FL02358,163,163
FL02359,219,219
FL02360,134,134
FL02361,162,162
FL02362,167,167
FL02363,206,206
FL02364,189,189
FL02365,165,165
FL02366,162,162
FL02367,140,140
FL02368,142,142
FL02369,199,199
FL02370,166,166
FL02371,134,134
FL02372,144,144
FL02373,155,155
FL02374,194,194
FL02375,170,170
FL02376,134,134
FL02377,187,187
FL02378,140,140
FL02379,132,132
FL02380,205,205
FL02381,138,138
FL02382,153,153
FL02383,197,197
FL02384,187,187
FL02385,171,171
FL02386,146,146
FL02387,148,148
FL02388,147,147
FL02389,154,154
FL02390,127,127
FL02391,135,135
FL02392,155,155
FL02393,149,149
FL02394,137,137
FL02395,121,121
FL02396,168,168
FL02397,196,196
FL02398,123,123
FL02399,209,209
FL02400,208,208
FL02401,213,213
FL02402,194,194
FL02403,126,126
FL02404,214,214
FL02405,193,193
FL02406,158,158
FL02407,132,132
FL02408,150,150
FL02409,190,190
FL02410,182,182
FL02411,175,175
FL02412,161,161
FL02413,180,180
FL02414,161,161
FL02415,175,175
FL02416,155,155
FL02417,203,203
FL02418,187,187
FL02419,126,126
FL02420,173,173
FL02421,120,120
FL02422,163,163
FL02423,164,164
FL02424,166,166
FL02425,132,132
FL02426,141,141
FL02427,140,140
FL02428,205,205
FL02429,211,211
FL02430,128,128
FL02431,145,145
FL02432,128,128
FL02433,134,134
FL02434,129,129
FL02435,207,207
FL02436,161,161
FL02437,191,191
FL02438,143,143
FL02439,199,199
FL02440,168,168
FL02441,145,145
FL02442,210,210
FL02443,156,156
FL02444,187,187
FL02445,169,169
FL02446,143,143
FL02447,138,138
FL02448,219,219
FL02449,179,179
FL02450,158,158
FL02451,193,193
FL02452,208,208
FL02453,137,137
FL02454,138,138
FL02455,155,155
FL02456,193,193
FL02457,216,216
FL02458,174,174
FL02459,188,188
FL02460,166,166
FL02461,168,168
FL02462,218,218
FL02463,217,217
FL02464,152,152
FL02465,140,140
FL02466,200,200
FL02467,141,141
FL02468,167,167
FL02469,156,156
FL02470,134,134
FL02471,154,154
FL02472,211,211
FL02473,190,190
FL02474,151,151
FL02475,130,130
FL02476,129,129
FL02477,192,192
FL02478,197,197
FL02479,196,196
FL02480,176,176
FL02481,144,144
FL02482,121,121
FL02483,183,183
FL02484,154,154
FL02485,126,126
FL02486,204,204
FL02487,137,137
FL02488,186,186
FL02489,161,161
FL02490,158,158
FL02491,160,160
FL02492,194,194
FL02493,143,143
FL02494,179,179
FL02495,165,165
FL02496,138,138
FL02497,187,187
FL02498,209,209
FL02499,161,161
FL02500,151,151
FL02501,158,158
FL02502,155,155
FL02503,216,216
FL02504,155,155
FL02505,122,122
FL02506,192,192
FL02507,127,127
FL02508,216,216
FL02509,189,189
FL02510,160,160
FL02511,187,187
FL02512,132,132
FL02513,168,168
FL02514,179,179
FL02515,121,121
FL02516,179,179
FL02517,124,124
FL02518,163,163
FL02519,146,146
FL02520,151,151
FL02521,140,140
FL02522,127,127
FL02523,191,191
FL02524,169,169
FL02525,186,186
FL02526,163,163
FL02527,177,177
FL02528,122,122
FL02529,205,205
FL02530,189,189
FL02531,121,121
FL02532,206,206
FL02533,163,163
FL02534,121,121
FL02535,200,200
FL02536,154,154
FL02537,217,217
FL02538,206,206
FL02539,149,149
FL02540,127,127
FL02541,141,141
FL02542,163,163
FL02543,177,177
FL02544,155,155
FL02545,188,188
FL02546,196,196
FL02547,212,212
FL02548,150,150
FL02549,166,166
FL02550,174,174
FL02551,199,199
FL02552,181,181
FL02553,149,149
FL02554,174,174
FL02555,135,135
FL02556,131,131
FL02557,136,136
FL02558,135,135
FL02559,131,131
FL02560,127,127
FL02561,203,203
FL02562,122,122
FL02563,135,135
FL02564,149,149
FL02565,142,142
FL02566,211,211
FL02567,124,124
FL02568,203,203
FL02569,184,184
FL02570,149,149
FL02571,140,140
FL02572,203,203
FL02573,189,189
FL02574,141,141
FL02575,201,201
FL02576,191,191
FL02577,151,151
FL02578,152,152
FL02579,135,135
FL02580,195,195
FL02581,157,157
FL02582,217,217
FL02583,133,133
FL02584,155,155
FL02585,216,216
FL02586,142,142
FL02587,185,185
FL02588,204,204
FL02589,121,121
FL02590,210,210
FL02591,192,192
FL02592,184,184
FL02593,194,194
FL02594,186,186
FL02595,171,171
FL02596,181,181
FL02597,142,142
FL02598,145,145
FL02599,187,187
FL02600,201,201
FL02601,174,174
FL02602,125,125
FL02603,154,154
FL02604,141,141
FL02605,162,162
FL02606,134,134
FL02607,205,205
FL02608,179,179
FL02609,131,131
FL02610,168,168
FL02611,161,161
FL02612,157,157
FL02613,201,201
FL02614,164,164
FL02615,154,154
FL02616,149,149
FL02617,207,207
FL02618,149,149
FL02619,197,197
FL02620,125,125
FL02621,186,186
FL02622,199,199
FL02623,126,126
FL02624,171,171
FL02625,133,133
FL02626,192,192
FL02627,134,134
FL02628,140,140
FL02629,154,154
FL02630,185,185
FL02631,210,210
FL02632,121,121
FL02633,154,154
FL02634,201,201
FL02635,197,197
FL02636,139,139
FL02637,201,201
FL02638,129,129
FL02639,144,144
FL02640,185,185
FL02641,144,144
FL02642,173,173
FL02643,152,152
FL02644,155,155
FL02645,214,214
FL02646,133,133
FL02647,184,184
FL02648,199,199
FL02649,173,173
FL02650,171,171
FL02651,122,122
FL02652,218,218
FL02653,160,160
FL02654,125,125
FL02655,144,144
FL02656,132,132
FL02657,217,217
FL02658,127,127
FL02659,140,140
FL02660,217,217
FL02661,187,187
FL02662,144,144
FL02663,198,198
FL02664,187,187
FL02665,164,164
FL02666,179,179
FL02667,131,131
FL02668,151,151
FL02669,215,215
FL02670,211,211
FL02671,132,132
FL02672,150,150
FL02673,197,197
FL02674,139,139
FL02675,137,137
FL02676,212,212
FL02677,179,179
FL02678,182,182
FL02679,125,125
FL02680,151,151
FL02681,212,212
FL02682,162,162
FL02683,121,121
FL02684,179,179
FL02685,142,142
FL02686,202,202
FL02687,150,150
FL02688,124,124
FL02689,202,202
FL02690,153,153
FL02691,129,129
FL02692,208,208
FL02693,121,121
FL02694,130,130
FL02695,169,169
FL02696,150,150
FL02697,175,175
FL02698,198,198
FL02699,192,192
FL02700,206,206
FL02701,202,202
FL02702,128,128
FL02703,218,218
FL02704,140,140
FL02705,192,192
FL02706,147,147
FL02707,181,181
FL02708,126,126
FL02709,199,199
FL02710,135,135
FL02711,216,216
FL02712,123,123
FL02713,123,123
FL02714,159,159
FL02715,136,136
FL02716,171,171
FL02717,212,212
FL02718,171,171
FL02719,155,155
FL02720,157,157
FL02721,169,169
FL02722,182,182
FL02723,182,182
FL02724,181,181
FL02725,218,218
FL02726,126,126
FL02727,146,146
FL02728,211,211
FL02729,205,205
FL02730,133,133
FL02731,190,190
FL02732,205,205
FL02733,124,124
FL02734,174,174
FL02735,121,121
FL02736,181,181
FL02737,210,210
FL02738,140,140
FL02739,198,198
FL02740,140,140
FL02741,129,129
FL02742,206,206
FL02743,177,177
FL02744,158,158
FL02745,124,124
FL02746,184,184
FL02747,132,132
FL02748,204,204
FL02749,209,209
FL02750,204,204
FL02751,172,172
FL02752,201,201
FL02753,164,164
FL02754,151,151
FL02755,155,155
FL02756,200,200
FL02757,218,218
FL02758,179,179
FL02759,130,130
FL02760,182,182
FL02761,140,140
FL02762,171,171
FL02763,174,174
FL02764,145,145
FL02765,187,187
FL02766,153,153
FL02767,171,171
FL02768,201,201
FL02769,218,218
FL02770,212,212
FL02771,171,171
FL02772,148,148
FL02773,157,157
FL02774,161,161
FL02775,140,140
FL02776,161,161
FL02777,132,132
FL02778,183,183
FL02779,136,136
FL02780,128,128
FL02781,160,160
FL02782,120,120
FL02783,121,121
FL02784,179,179
FL02785,167,167
FL02786,148,148
FL02787,216,216
FL02788,129,129
FL02789,177,177
FL02790,179,179
FL02791,140,140
FL02792,147,147
FL02793,194,194
FL02794,153,153
FL02795,127,127
FL02796,178,178
FL02797,205,205
FL02798,191,191
FL02799,168,168
FL02800,198,198
FL02801,136,136
FL02802,179,179
FL02803,206,206
FL02804,207,207
FL02805,164,164
FL02806,202,202
FL02807,188,188
FL02808,151,151
FL02809,163,163
FL02810,184,184
FL02811,206,206
FL02812,127,127
FL02813,196,196
FL02814,191,191
FL02815,206,206
FL02816,162,162
FL02817,120,120
FL02818,170,170
FL02819,143,143
FL02820,218,218
FL02821,143,143
FL02822,136,136
FL02823,124,124
FL02824,139,139
FL02825,140,140
FL02826,177,177
FL02827,150,150
FL02828,219,219
FL02829,130,130
FL02830,171,171
FL02831,134,134
FL02832,202,202
FL02833,126,126
FL02834,147,147
FL02835,170,170
FL02836,177,177
FL02837,124,124
FL02838,124,124
FL02839,213,213
FL02840,215,215
FL02841,127,127
FL02842,183,183
FL02843,129,129
FL02844,157,157
FL02845,215,215
FL02846,211,211
FL02847,200,200
FL02848,214,214
FL02849,127,127
FL02850,144,144
FL02851,192,192
FL02852,185,185
FL02853,198,198
FL02854,169,169
FL02855,186,186
FL02856,168,168
FL02857,155,155
FL02858,187,187
FL02859,197,197
FL02860,160,160
FL02861,208,208
FL02862,181,181
FL02863,129,129
FL02864,140,140
FL02865,155,155
FL02866,131,131
FL02867,210,210
FL02868,121,121
FL02869,132,132
FL02870,172,172
FL02871,151,151
FL02872,214,214
FL02873,135,135
FL02874,151,151
FL02875,151,151
FL02876,217,217
FL02877,130,130
FL02878,129,129
FL02879,134,134
FL02880,136,136
FL02881,159,159
FL02882,137,137
FL02883,174,174
FL02884,192,192
FL02885,144,144
FL02886,178,178
FL02887,197,197
FL02888,208,208
FL02889,141,141
FL02890,149,149
FL02891,203,203
FL02892,204,204
FL02893,163,163
FL02894,151,151
FL02895,170,170
FL02896,165,165
FL02897,140,140
FL02898,218,218
FL02899,151,151
FL02900,213,213
FL02901,158,158
FL02902,131,131
FL02903,166,166
FL02904,137,137
FL02905,140,140
FL02906,132,132
FL02907,140,140
FL02908,127,127
FL02909,165,165
FL02910,126,126
FL02911,142,142
FL02912,215,215
FL02913,194,194
FL02914,205,205
FL02915,141,141
FL02916,208,208
FL02917,141,141
FL02918,211,211
FL02919,148,148
FL02920,132,132
FL02921,201,201
FL02922,121,121
FL02923,148,148
FL02924,204,204
FL02925,198,198
FL02926,171,171
FL02927,146,146
FL02928,169,169
FL02929,214,214
FL02930,198,198
FL02931,142,142
FL02932,207,207
FL02933,163,163
FL02934,196,196
FL02935,141,141
FL02936,162,162
FL02937,156,156
FL02938,180,180
FL02939,216,216
FL02940,175,175
FL02941,122,122
FL02942,182,182
FL02943,138,138
FL02944,142,142
FL02945,148,148
FL02946,149,149
FL02947,158,158
FL02948,144,144
FL02949,127,127
FL02950,177,177
FL02951,135,135
FL02952,191,191
FL02953,120,120
FL02954,124,124
FL02955,122,122
FL02956,184,184
FL02957,123,123
FL02958,218,218
FL02959,215,215
FL02960,183,183
FL02961,217,217
FL02962,208,208
FL02963,129,129
FL02964,140,140
FL02965,165,165
FL02966,210,210
FL02967,146,146
FL02968,185,185
FL02969,160,160
FL02970,132,132
FL02971,128,128
FL02972,155,155
FL02973,205,205
FL02974,209,209
FL02975,177,177
FL02976,173,173
FL02977,131,131
FL02978,200,200
FL02979,197,197
FL02980,133,133
FL02981,153,153
FL02982,172,172
FL02983,139,139
FL02984,194,194
FL02985,135,135
FL02986,214,214
FL02987,189,189
FL02988,175,175
FL02989,202,202
FL02990,177,177
FL02991,123,123
FL02992,123,123
FL02993,139,139
FL02994,129,129
FL02995,143,143
FL02996,218,218
FL02997,145,145
FL02998,156,156
FL02999,204,204
FL03000,173,173
FL03001,140,140
FL03002,193,193
FL03003,157,157
FL03004,165,165
FL03005,123,123
FL03006,179,179
FL03007,176,176
FL03008,164,164
FL03009,139,139
FL03010,136,136
FL03011,190,190
FL03012,123,123
FL03013,212,212
FL03014,133,133
FL03015,122,122
FL03016,207,207
FL03017,199,199
FL03018,177,177
FL03019,174,174
FL03020,123,123
FL03021,143,143
FL03022,153,153
FL03023,149,149
FL03024,201,201
FL03025,138,138
FL03026,150,150
FL03027,179,179
FL03028,179,179
FL03029,138,138
FL03030,168,168
FL03031,182,182
FL03032,202,202
FL03033,141,141
FL03034,143,143
FL03035,195,195
FL03036,149,149
FL03037,177,177
FL03038,150,150
FL03039,219,219
FL03040,183,183
FL03041,138,138
FL03042,167,167
FL03043,164,164
FL03044,219,219
FL03045,213,213
FL03046,174,174
FL03047,174,174
FL03048,216,216
FL03049,137,137
FL03050,182,182
FL03051,211,211
FL03052,166,166
FL03053,194,194
FL03054,176,176
FL03055,164,164
FL03056,152,152
FL03057,136,136
FL03058,189,189
FL03059,123,123
FL03060,139,139
FL03061,166,166
FL03062,210,210
FL03063,134,134
FL03064,189,189
FL03065,166,166
FL03066,197,197
FL03067,194,194
FL03068,128,128
FL03069,209,209
FL03070,135,135
FL03071,188,188
FL03072,180,180
FL03073,129,129
FL03074,169,169
FL03075,122,122
FL03076,196,196
FL03077,213,213
FL03078,189,189
FL03079,200,200
FL03080,170,170
FL03081,138,138
FL03082,161,161
FL03083,154,154
FL03084,165,165
FL03085,145,145
FL03086,188,188
FL03087,212,212
FL03088,183,183
FL03089,156,156
FL03090,203,203
FL03091,168,168
FL03092,140,140
FL03093,193,193
FL03094,183,183
FL03095,124,124
FL03096,219,219
FL03097,189,189
FL03098,209,209
FL03099,123,123
FL03100,158,158
FL03101,154,154
FL03102,120,120
FL03103,143,143
FL03104,176,176
